27502897,719085
23185246,679276
7838555,150228
7119540,163010
5773421,138356
5550907,42184
4167772,37854
4347334,33244
4326730,32127
4125309,45956
4497632,32127
4519004,34292
4550292,34711
4362350,34502
4140534,32476
4393289,33664
4695422,34571
4651003,34153
4810171,34572
4734045,37924
4561258,36527
4643740,35200
4747664,35410
4261010,33454
4274001,32127
4226718,33454
4514953,33454
4321144,33873
4369893,32756
4102960,32825
4284756,32337
4121259,32686
4162744,32686
4375131,35340
4267087,44838
4465365,34013
4593315,35409
4337277,34292
4463899,34223
4856406,36527
4700381,50216
4687042,48121
4696749,47492
4289366,33664
4543518,34641
4298306,49238
4677822,55104
4287411,33803
4625302,34990
4292020,34292
4529479,35899
4288319,33663
4145563,33384
4661829,35898
4267296,34571
4329455,34432
4884553,51473
4305849,33803
4432540,35828
4702476,48400
4650934,57968
4407258,35619
4526057,49028
4329385,34013
4704432,35270
4754159,48679
4684318,36247
4202973,44070
4572642,35200
4613010,36388
4666997,34222
4164420,34432
4398877,36318
4520261,37295
4147378,34153
4172732,34292
4358927,34292
4437918,34292
4610985,35479
4420248,34222
4410541,34222
4169449,34083
4718190,34711
4630610,35479
4583397,34292
4287550,34711
4337626,34571
4732019,35619
5032546,35828
4405512,34642
4610146,35759
4391754,35829
4699892,34921
4401252,34990
4629283,35969
4858292,37156
4884413,50844
4623137,34222
4661480,34920
4317302,34991
4397270,35340
4799835,34990
4698565,34990
4587099,34851
4786286,35060
4432750,39460
4719238,35060
4363677,35200
4565937,35829
4295582,34921
4223366,34990
4525289,37016
4567613,36387
4298864,35899
4500985,35060
4950553,36946
4558604,34851
4159741,35130
4570547,36248
4267366,35130
4216871,35060
4530039,34921
4553785,36387
4205487,35060
4540654,37365
4573550,37225
4732648,35130
4183138,35479
4461036,36317
4457124,37435
4640807,37574
4148636,49308
4231329,35061
4160230,35270
4482058,35339
4675518,36317
4240198,35270
4241804,36247
4270159,37086
4209887,35200
4283150,35200
4462852,37365
4672794,36108
4601766,36317
4598204,49098
4172452,35270
4147379,35549
4222737,35479
4394477,35339
4220713,35340
4543867,50775
4595131,37365
4526267,35130
4169240,35200
4326661,35061
4126427,36108
4357321,36388
4741798,36457
4489810,35758
4275188,35759
4493442,35479
4179995,36178
4341956,35339
4236007,36527
4432750,36178
4470464,35549
4428909,36388
4326592,39949
4604420,35339
4374991,35549
4528083,36667
4245715,35409
4583817,35480
4569849,37784
4755347,50914
4770712,35269
4417594,35829
4268204,35479
4817924,52102
4180624,35549
4355366,39810
4629003,39949
4301029,36527
4250744,35410
4480243,36737
4729854,36457
4706807,36387
4657150,36807
4301449,35898
4176154,35619
4307385,48959
4305499,35549
4519842,39879
4603023,35410
4464108,56781
4476331,37714
4620414,35479
4160160,35480
4254864,40089
4707924,36458
4675449,36597
4353131,36527
4290624,36387
4615664,36527
4537023,39810
4591638,36457
4499588,48819
4490648,52381
4690464,40019
4677963,37575
4657220,48399
4655334,40369
4381486,37504
4488413,37645
4226160,50145
4140604,35340
4584305,35689
4464178,37365
4219246,35549
4139138,48889
4172592,60972
4247531,35480
4522077,35480
4236706,35409
4380579,35549
4451678,39880
4710998,38901
4705620,37645
4332388,36597
4462363,37784
4273791,36597
4364934,36387
4451328,51473
4455309,37575
4509994,37784
4288249,36317
4422693,35480
4155341,35619
4184465,35549
4538001,37784
4576273,49867
4321843,36457
4403347,37504
4245506,36596
4855708,38831
4443994,37784
4429957,37505
4500077,53848
4524941,37715
4454541,39181
4330852,37714
4566496,37854
4697099,37854
4148636,35619
4568312,35689
4191379,35549
4317652,36666
4419550,39111
4220782,35550
4190052,35689
4434147,37784
4128801,35340
4436382,54336
4383163,37575
4496725,37853
4362979,37504
4390566,36527
4454052,37714
4554413,39810
4286852,36597
4313811,49377
4273373,50565
4461036,40158
4628166,36526
4367169,38832
4519214,36457
4747594,35410
4213658,48050
4305500,36248
4157786,35759
4263246,50146
4483176,39880
4435194,53079
4254096,50286
4407328,49098
4233423,50495
4665531,54127
4145843,50007
4391264,36458
4314020,35340
4461664,36388
4273443,36666
4531576,35549
4200738,49587
4200109,35410
4279310,36457
4555601,49098
4161277,49727
4215614,35689
4387842,36387
4165329,35619
4138719,35759
4182020,50006
4493582,37785
4470674,36806
4255563,36807
4285246,36317
4839366,35479
4176783,35619
4386516,38761
4124611,50845
4154712,35549
4471582,38623
4596528,35619
4309620,51193
4455937,35968
4547639,36876
4210516,40438
6289618,50076
5407384,44559
4689067,37574
4259614,34083
4571944,37365
4452446,34083
4313671,34153
4456496,34222
4732718,35549
4677265,36736
4405512,36457
4780141,35409
4521937,36597
4545334,35200
4521659,36597
4305849,36737
4556439,35759
4182160,35619
4611055,35898
4102262,35410
4408725,50914
4667627,54406
4879385,38832
4432890,36737
4425556,36667
4462713,37574
4800884,38692
4330853,51054
4455868,36527
4286014,36666
4742915,36666
4290414,50705
4477519,50425
4301588,36387
4948248,37784
4705341,55035
4583398,48819
4515093,35480
4538560,35829
4398877,36457
4535906,37575
4304173,50495
4302986,35270
4268624,50216
4509297,35829
4676706,34851
4923106,38971
4762541,39251
4502801,38064
4438826,35828
4619226,37994
4323100,35480
4548058,50565
4127126,35549
4356623,37784
4451119,36457
4408237,36387
4669512,38692
4525011,48889
4170986,35689
4326103,51823
4102052,35340
4216522,35828
4389449,37715
4578789,51333
4275328,35410
4409563,52171
4638573,37993
10603219,82133
5917225,46445
5388807,43022
4718122,37435
4449163,35409
4375900,36527
4239221,35480
4136205,35270
4107709,49168
4790617,37504
4214776,35270
4144306,48819
4133900,35200
4625931,37504
4723290,36458
4523195,36527
4260034,51263
4479264,48400
4635639,50914
4296910,35340
4315138,36457
4378693,48400
4369265,36457
4867512,36387
4497982,51403
4281265,35480
4185233,49168
4339234,56990
4100516,35410
4304941,35409
4880643,39320
4499938,37714
4258846,49937
4493024,35339
4115462,35340
4335951,36318
4512020,37575
4572154,37505
4507271,37365
4349150,37575
4133341,35340
4440364,36317
4180065,35270
4147101,35410
4287202,48889
4102891,49168
4222039,48609
4132504,49727
4197875,49587
4573899,35480
4186491,34292
4280217,34292
4147100,34152
4257589,35339
4267227,35410
4118326,34222
4145284,50286
4096605,49518
4596179,37504
4458243,48539
4177481,35200
4420878,35339
4091786,35200
4387214,51473
4403208,37435
4663995,35339
4235869,35549
4450979,36457
4679081,36597
4608262,52031
4771271,68305
4255843,35339
4190053,35131
4235938,50216
