29315112,4472099
25965577,2324260
8242987,742626
8263101,239626
6629227,66001
5507640,46235
5270318,38064
5598015,39809
5484313,60343
5530898,39251
5431163,39600
5540955,40089
5238611,46934
5406160,39809
5528732,42534
5299163,39600
5627977,42394
5613241,42184
5491297,40997
5361741,38343
5637965,42114
5422852,39530
5140064,38762
5612193,38692
6031592,66489
4807269,37645
5683501,39042
5444573,54546
5547030,55175
5799160,40648
5125746,38832
5725197,38972
5775134,38902
6580967,40159
5435843,39251
5236166,39251
5248598,39461
5638523,40368
5269830,38203
5315925,39251
5459659,39740
5258305,55035
5372427,39600
5321512,39810
5657241,57479
5592917,40997
5522307,39530
5088730,39670
5630491,41696
5140204,55454
5085518,40299
5531596,40298
5478586,41277
5643482,41276
5705292,43861
5559951,39879
5580276,44350
13245533,65651
5839527,41696
5337366,57829
5405322,41835
5282121,53359
5633565,53708
5049340,56851
4968672,38623
4899180,60972
5244128,39600
5027339,38413
5537742,65651
5095226,39950
5542421,39879
5365582,40299
5563583,38692
4992349,38413
5120857,60623
5044101,39251
5053320,38972
5473418,44489
5106191,39251
5367747,68025
4999962,39320
4917758,39181
5401132,53848
6568046,40438
5013790,39111
5081956,40299
4964831,43162
5772829,44768
5332408,40438
5650047,44350
5760397,44839
5010717,40508
5384440,44419
5055136,40578
5161784,40648
5008831,40578
5638523,56572
5351754,45048
7496450,58876
6368158,50566
5311875,39950
5735743,60972
5566307,57340
5203201,42324
5663526,57410
5488154,40857
5302026,42324
5837642,44070
5446179,41206
5548916,56571
5013581,41346
5998906,44768
5328566,40298
4890171,39390
5619806,39321
5437659,39181
5364325,43232
5137480,41346
5406929,41067
5427043,40787
5894353,42394
5416637,40508
5443456,41765
5002685,40508
5673724,56711
5693768,43162
5191816,58317
5497024,40508
5332617,40857
5399455,40648
4894780,40508
5385626,41905
5625393,44698
5337715,60203
5520142,43442
5356224,45747
5545425,44489
5292249,56222
6007916,58178
5572314,55244
5619387,58597
5505056,41975
5859921,46374
5237493,40858
5359925,44698
5463011,42184
5597037,45118
5332827,55175
5493742,54336
5675819,43651
5330242,45047
5318928,44210
5384300,44768
5710251,57410
5571126,42603
5314458,41835
5617780,46235
5373754,44420
5154800,56782
5940588,58737
5653818,59225
5231766,42534
5233861,43791
5827655,66908
5748175,45466
5035092,46445
5843998,42673
5273601,42464
5263474,44070
5362510,46724
5522167,40019
5570777,58527
5563025,43790
5621622,42045
5128051,57759
5958398,43371
5386396,45607
5343023,46096
5666670,45956
5246014,57689
5276046,60273
5862086,43372
5820251,60832
5922779,46585
5757603,46095
5318579,42534
5350775,43442
5236725,58178
5423900,43372
5041378,42115
5508758,59156
5272343,42812
4901485,54407
5813337,83181
5350706,40857
5184414,46235
5656193,40788
4980615,42324
5514554,60204
5592568,44978
5450440,45118
5322072,42674
5019098,42464
5142299,42254
5262147,44629
5016374,42464
5602416,42184
5052831,42394
5867115,43721
5177220,58178
5287430,46654
5660943,55943
5213677,55594
5623857,59226
5776880,59714
5158152,42324
5262776,57479
5655495,59226
5076089,54896
5286661,56642
5003104,56991
5222477,58109
5530409,59575
5398268,43721
5254674,43511
5203689,43441
5329614,61111
5782747,55454
5117366,42324
5944709,59086
5010089,41416
5733787,46235
5729038,43511
5595292,57131
5159061,57899
5732670,59226
5635031,54477
5522097,42184
5077486,42324
5354199,43651
5600040,43442
5594314,42324
5593476,57619
5307684,58807
5396802,45118
5456027,46654
5900080,43861
5588796,43721
5518605,59854
5298744,43582
5018539,55804
5501215,42882
5033206,40927
5434167,46654
5456725,41556
4917548,55524
5550383,40997
5365862,43511
6025935,61111
5459450,43791
5625044,42394
5294484,57550
5753693,56572
5213747,43651
6003027,58248
5290992,58108
5748524,43442
5796784,57549
6013992,42534
5906855,44000
5193004,42324
5864461,43721
5637546,46585
5296788,43861
5789312,43651
5808728,43931
5775972,266026
5548148,59296
5576015,42603
5191328,43511
5945896,43791
5091594,45188
5301538,42464
5569589,59366
4983060,43441
5290432,44978
5814035,46236
5231207,42184
4985924,42534
5364954,67328
5800556,56501
5538650,58527
5169816,43791
5552898,46794
5592358,43372
5552968,48959
5224852,44070
5262985,42743
5329335,57829
5303353,42603
5432840,59924
5299303,59016
5356922,199816
5819553,56781
5378015,56362
5328916,43512
5234700,44070
5314807,42533
5610657,55804
5355315,42603
5746498,42813
5728968,42674
5277792,56432
5264661,56712
5262217,42394
6100525,43511
5472370,46724
5455399,46933
5908321,59785
5622181,44000
5656263,43791
5603533,42603
5180153,57270
4881022,41276
5037746,41136
5243499,42114
4876272,54547
7726928,59086
6379124,51892
5018330,42813
5327239,43721
5420757,43372
5544447,42324
5344211,57968
5313830,42184
5363557,46514
5141810,42394
5271925,58876
5221360,43651
5237214,56502
5378294,57200
4990253,41207
5528733,56152
5250833,42254
5294833,42394
4973003,56222
5744893,45048
5554920,42324
5169114,55594
5617428,57689
5362017,45118
5509985,57759
5654696,49308
5164480,56990
5457674,45536
5500417,43790
5467591,56223
5683051,44419
5371699,57479
4871496,55803
5497762,41136
5557477,54616
5673832,43651
4955934,42463
5609858,40927
4995255,40857
5384411,56501
5480163,58597
5206105,57200
5771121,43861
5468290,57968
5307515,57549
5390067,43441
5006430,56572
5358359,56361
4951185,57689
5491128,42323
5724677,57479
5603363,57899
4877643,55035
5902633,42394
5310728,56362
5235648,54686
5048614,40927
5858772,43511
5048823,42254
5407528,42254
5182429,43931
5358499,46654
5454042,58457
5248569,41066
5053433,43232
5308772,41206
5091007,42184
5503350,42254
5446569,42323
5172023,42184
5496715,42673
5477020,42044
5256182,56851
5304303,42534
5110563,55454
5163363,43371
5577801,41067
5208830,42603
5387693,61600
5848994,43232
5232226,43790
5386924,42813
5548258,56990
5362550,56152
5343344,41486
5100226,68584
5943699,56991
5086468,42185
5197725,56641
5269801,42323
5516969,45117
5661052,59015
5614817,43581
5542042,44070
5175166,55105
5690175,56012
5056575,42393
5242843,41416
4983173,41207
5041630,41136
5289636,42393
5557896,46514
5203312,58597
5098899,46793
5624316,58876
5540925,56502
5558804,59504
5380569,43651
5444684,44978
5482607,59086
5437560,42603
5208411,43720
5336500,57060
5297039,46025
5069217,41346
5443217,40787
5264423,41346
5516131,58108
5222099,41625
5412557,39950
5520042,43092
5566417,40159
5189554,40019
5502442,41067
5385877,41206
5251084,42393
5104836,54686
5499020,44279
5371141,41276
5572772,44070
5139967,42254
5126138,41066
5314849,41346
5120481,41137
5336221,45536
5577103,57759
5478417,44699
5475274,58387
5231318,47143
5632767,42533
5391604,54895
4992043,42184
5336779,46724
5481281,64463
5491408,46025
5424360,42114
5515502,59435
5565649,43790
5345091,57270
5370024,60273
5377916,41206
5526328,55803
5675090,58806
5426316,42045
5586182,44140
5188227,58807
6366519,51752
6330689,51752
6287807,51892
6306245,51682
6369452,51961
6394036,52311
6407026,52242
6388029,52242
6306106,52241
6378740,51193
6285502,51473
6272093,51473
6288646,51822
6369661,51333
6375178,51683
6545312,51473
6334671,51683
6298702,51613
6336417,51543
6413591,51473
6374899,51542
6294582,51543
6347243,52311
6381814,51892
6347940,51403
6361141,51752
6283477,51822
6297097,51403
6402556,51683
6349059,52590
6359884,51961
6457173,51193
6433008,51543
6264341,51473
6360443,51263
6258405,59574
6290462,51403
6370010,51683
6288576,51613
6307084,52171
6290391,50495
6282011,52311
6438734,51822
6293604,51613
6295072,51682
6356252,51962
6449280,51613
6543636,52031
6389846,51473
6302055,52031
6312881,51542
6351642,51543
6290741,51543
6381535,51892
6338094,51682
6312322,51612
6319515,52031
6278589,51752
6466322,51333
6403395,51683
7158309,56711
6360512,50844
6384049,50216
6401649,50355
6415896,50565
6346544,50425
6345217,50775
6365611,50216
6368754,50426
6373852,50704
6404722,50704
6350595,50495
6398366,50635
6348360,50565
6425535,50356
6384748,50425
6334322,50496
6442926,50914
6350176,51543
6286411,51193
6371478,50985
6343332,52521
6365680,50286
6411986,50565
